villageCode,villageName,parishCode
051-129-02-08-13,KIDUMI,051-129-02-08
051-129-02-08-14,NABODI,051-129-02-08
051-129-02-08-15,NAMUGONGO,051-129-02-08
051-129-02-08-16,NAMUJJI,051-129-02-08
051-129-02-42-01,BUMAYAMBA 'B',051-129-02-42
051-129-02-42-04,BUNANDALA,051-129-02-42
051-129-02-42-06,MASHEKE,051-129-02-42
051-129-02-42-07,MAWIRA,051-129-02-42
051-129-02-42-14,BUMAYAMBA 'A',051-129-02-42
051-129-02-42-15,DUNGA,051-129-02-42
051-129-02-42-16,LUTALE,051-129-02-42
051-129-02-42-17,NABISAGASA,051-129-02-42
051-129-02-43-03,BUMANAKE,051-129-02-43
051-129-02-43-05,BUMUSABIRE,051-129-02-43
051-129-02-43-06,BUMUSI A,051-129-02-43
051-129-02-43-09,BUWODIRA A,051-129-02-43
051-129-02-43-12,MUTUMBA,051-129-02-43
051-129-02-43-13,BUMUSI B,051-129-02-43
051-129-02-43-14,BUWODIRA B,051-129-02-43
051-129-02-43-15,NABBIGA,051-129-02-43
051-129-02-43-16,NAMAMBOGO,051-129-02-43
051-129-02-43-17,NAMBWA,051-129-02-43
051-129-02-51-05,BUYOOLA,051-129-02-51
051-129-02-51-08,NAKIDEGA,051-129-02-51
051-129-02-51-09,TAKYE,051-129-02-51
051-129-02-51-10,WOMUYEMBA A,051-129-02-51
051-129-02-51-11,BUGIBUNI,051-129-02-51
051-129-02-51-12,BUNAZEBA,051-129-02-51
051-129-02-51-13,BUNYIFU,051-129-02-51
051-129-02-51-14,NESOMI,051-129-02-51
051-129-02-51-15,WOMUYEMBA B,051-129-02-51
051-129-03-16-05,BUNAKOLO,051-129-03-16
051-129-03-16-06,BUNAMBOZO,051-129-03-16
051-129-03-16-07,BUNAMOLI,051-129-03-16
051-129-03-16-13,MBAYA,051-129-03-16
051-129-03-97-01,BUGIDYONYI LOWER,051-129-03-97
051-129-03-97-02,BUGIDYONYI UPPER,051-129-03-97
051-129-03-97-08,DULUMBA,051-129-03-97
051-129-03-97-09,NAMADOGODA,051-129-03-97
051-129-03-97-11,KIWULUKO,051-129-03-97
051-129-03-97-12,KYAMBALE,051-129-03-97
051-129-03-97-14,NABUSAWA,051-129-03-97
051-129-03-97-15,NAMADOGODA A,051-129-03-97
051-129-03-97-16,NAMADOGODA B,051-129-03-97
051-129-03-98-03,BUKWAGA A,051-129-03-98
051-129-03-98-04,BUKWAGA B,051-129-03-98
051-129-03-98-10,BUKWAGA CENTRAL,051-129-03-98
051-129-04-19-01,BUKOMOLO,051-129-04-19
051-129-04-19-02,BUNAMBUTYE,051-129-04-19
051-129-04-19-03,BUMWAMBU,051-129-04-19
051-129-04-19-04,BURUKURU,051-129-04-19
051-129-04-19-05,MPOGO,051-129-04-19
051-129-04-19-06,NAMILI,051-129-04-19
051-129-04-24-02,BUKHUMWA,051-129-04-24
051-129-04-24-05,NALUKHUBA,051-129-04-24
051-129-04-24-06,BUNYAKELO,051-129-04-24
051-129-04-24-07,BUSHIKORI,051-129-04-24
051-129-04-24-08,NAMONGO,051-129-04-24
051-129-04-25-02,BUTSONGOLA,051-129-04-25
051-129-04-25-03,KWONTA,051-129-04-25
051-129-04-25-04,BUMALEMA,051-129-04-25
051-129-04-25-05,BUMASIKYE,051-129-04-25
051-129-04-25-06,KAPUKWAYI,051-129-04-25
051-129-04-25-07,MULALU,051-129-04-25
051-129-04-36-01,BUBETSYE,051-129-04-36
051-129-04-36-02,BUSANO,051-129-04-36
051-129-04-36-03,GARAGE,051-129-04-36
051-129-04-36-04,HIGH WAY,051-129-04-36
051-129-04-36-05,NAKAYILILA,051-129-04-36
051-129-04-36-06,TUBANA,051-129-04-36
051-129-04-53-01,BUDAMA,051-129-04-53
051-129-04-53-03,BUSUKUYA,051-129-04-53
051-129-04-53-04,KIROMBE,051-129-04-53
051-129-04-53-05,BULUKYEKA,051-129-04-53
051-129-04-53-06,BUMASIKYE,051-129-04-53
051-129-04-53-07,NALONDO,051-129-04-53
051-129-04-53-08,RARAKA,051-129-04-53
051-129-04-57-03,BUSANO,051-129-04-57
051-129-04-57-04,SOOLA,051-129-04-57
051-129-04-57-05,BUNALWERE,051-129-04-57
051-129-04-57-06,BUNAMWERA,051-129-04-57
051-129-04-57-07,NABWANYA,051-129-04-57
051-129-04-57-08,SHUMA,051-129-04-57
051-129-04-58-01,BUSIMBA,051-129-04-58
051-129-04-58-02,MAKENYA,051-129-04-58
051-129-04-58-03,MURUMBA,051-129-04-58
051-129-04-58-05,WALANGA,051-129-04-58
051-129-04-58-07,BUMULAHA,051-129-04-58
051-129-04-58-08,BUSIU,051-129-04-58
051-129-04-58-09,BUWABUYI,051-129-04-58
051-129-05-20-01,BUNANIMI,051-129-05-20
051-129-05-20-02,BUSIU,051-129-05-20
051-129-05-20-03,LANDI,051-129-05-20
051-129-05-20-08,SALIKWA,051-129-05-20
051-129-05-20-09,WEST INN,051-129-05-20
051-129-05-20-10,MASOLA,051-129-05-20
051-129-05-21-01,CENTRE,051-129-05-21
051-129-05-21-02,LUFULA,051-129-05-21
051-129-05-21-03,MASABA,051-129-05-21
051-129-05-21-04,WABWENI,051-129-05-21
051-129-05-22-03,EAST INN,051-129-05-22
051-129-05-22-04,GINNERY,051-129-05-22
051-129-05-22-07,SIRONKO,051-129-05-22
051-129-05-22-08,TESO INN,051-129-05-22
051-129-05-22-09,BRIDGE,051-129-05-22
051-129-05-22-10,DUBANA,051-129-05-22
051-129-05-22-11,VALLEY,051-129-05-22
051-129-05-52-02,BUDOBA,051-129-05-52
051-129-05-52-05,JEWA,051-129-05-52
051-129-05-52-06,KIBIRA,051-129-05-52
051-129-05-52-07,ABATTOIR,051-129-05-52
051-129-05-52-08,BIKAJO,051-129-05-52
051-129-05-52-09,JAMBULI,051-129-05-52
051-129-05-52-10,NABIRENDE,051-129-05-52
051-129-05-52-11,WEREBA,051-129-05-52
051-129-05-54-04,MAHEMPE,051-129-05-54
051-129-05-54-05,MAKHONGE,051-129-05-54
051-129-05-54-06,NALUWALI,051-129-05-54
051-129-05-54-07,MUJINI,051-129-05-54
051-129-05-54-08,BUSANO,051-129-05-54
051-129-05-54-09,ELGON,051-129-05-54
051-129-05-54-10,LUBANGA,051-129-05-54
051-129-05-54-11,NAMINI,051-129-05-54
051-129-06-05-01,KILOMBI,051-129-06-05
051-129-06-05-02,KISANGANI,051-129-06-05
051-129-06-05-03,LWANIKO,051-129-06-05
051-129-06-05-04,LWANIKO CENTRE,051-129-06-05
051-129-06-05-05,NAMPANGA 'A',051-129-06-05
051-129-06-05-06,NAMPANGA 'B',051-129-06-05
051-129-06-05-07,MABALE,051-129-06-05
051-129-06-05-13,NAMAPANGA T.C,051-129-06-05
051-129-06-35-01,BUKIGALABO A,051-129-06-35
051-129-06-35-02,BUKIGALABO B,051-129-06-35
051-129-06-35-03,BUKIGALABO C,051-129-06-35
051-129-06-35-04,NAMBOKE,051-129-06-35
051-129-06-35-05,NAPANGASI,051-129-06-35
051-129-06-35-08,NAPINZI A,051-129-06-35
051-129-06-35-09,LUGONGO A,051-129-06-35
051-129-06-35-10,NAPINZI B,051-129-06-35
051-129-06-81-05,KALASA LOWER,051-129-06-81
051-129-06-81-06,KALASA UPPER,051-129-06-81
051-129-06-81-11,KASUMENO A,051-129-06-81
051-129-06-81-12,KASUMENO B,051-129-06-81
051-129-06-81-13,LYASAMU,051-129-06-81
051-129-06-82-01,KIBALANYI,051-129-06-82
051-129-06-82-02,LUGONGO,051-129-06-82
051-129-06-82-03,BUMAHAGA A,051-129-06-82
051-129-06-82-04,BUMAHAGA B,051-129-06-82
051-129-06-82-07,BUMAHAGA C,051-129-06-82
051-129-06-82-10,MUDIDA,051-129-06-82
051-129-06-83-01,KIWAGALO ZONE,051-129-06-83
051-129-06-83-02,KIWAGALO A,051-129-06-83
051-129-06-83-03,LWELE,051-129-06-83
051-129-06-83-04,NAMENGO A,051-129-06-83
051-129-06-83-14,NAMENGO B,051-129-06-83
051-129-06-84-02,MASOOLA,051-129-06-84
051-129-06-84-06,KISENYI D,051-129-06-84
051-129-06-84-07,KISENYI B,051-129-06-84
051-129-06-84-08,KISENYI ZONE,051-129-06-84
051-129-06-84-09,KIWAGALO B,051-129-06-84
051-129-06-84-10,KIWAGALO CENTRE,051-129-06-84
051-129-06-84-12,NAMAPANGA C,051-129-06-84
051-129-06-85-01,KISENYI A,051-129-06-85
051-129-06-85-02,KISENYI CENTRE,051-129-06-85
051-129-06-85-03,NABENEKWA A,051-129-06-85
051-129-06-85-04,KAMWANYI,051-129-06-85
051-129-06-85-05,MUDODO,051-129-06-85
051-129-06-85-06,MUVULE,051-129-06-85
051-129-06-85-10,NABENEKWA B,051-129-06-85
051-129-06-85-11,NABENEKWA C,051-129-06-85
051-129-07-33-03,KIGULYA A,051-129-07-33
051-129-07-33-06,MAHULULU,051-129-07-33
051-129-07-33-09,KIGULYA B,051-129-07-33
051-129-07-33-10,LUGONGO,051-129-07-33
051-129-07-48-03,NABANA,051-129-07-48
051-129-07-48-07,MADUWA,051-129-07-48
051-129-07-48-08,NAKIDIBO,051-129-07-48
051-129-07-48-10,NANGABO,051-129-07-48
051-129-07-48-11,NAPIGANI,051-129-07-48
051-129-07-48-16,NALUTASO,051-129-07-48
051-129-07-89-01,MADESO A,051-129-07-89
051-129-07-89-02,MADESO B,051-129-07-89
051-129-07-89-04,MADESU A,051-129-07-89
051-129-07-89-05,MAGGA,051-129-07-89
051-129-07-89-12,NAMULEKWA,051-129-07-89
051-129-07-89-14,MADESU B,051-129-07-89
051-129-07-90-01,BUGALABI,051-129-07-90
051-129-07-90-02,NAKYIDOBO,051-129-07-90
051-129-07-90-05,BUNANGEKE,051-129-07-90
051-129-07-90-06,BUNAKIRIMA,051-129-07-90
051-129-07-90-12,WOKALA,051-129-07-90
051-129-07-90-14,MAYIRA,051-129-07-90
051-129-07-91-01,BUWILA,051-129-07-91
051-129-07-91-02,BUKIKOMI,051-129-07-91
051-129-07-91-04,BUNAMBASI,051-129-07-91
051-129-07-91-09,NAMONYE,051-129-07-91
051-129-07-91-13,LWANDALI,051-129-07-91
051-129-07-91-15,NABIGAKALA,051-129-07-91
051-129-07-91-17,NALUWANGA,051-129-07-91
051-129-07-91-18,NESHURI,051-129-07-91
051-129-07-92-01,BUNANDALO A,051-129-07-92
051-129-07-92-02,BUNANDALO B,051-129-07-92
051-129-07-92-03,NANGOBI,051-129-07-92
051-129-07-92-07,NANZEGO,051-129-07-92
051-129-07-92-08,BIHELELE,051-129-07-92
051-129-07-92-10,WOMULILA,051-129-07-92
051-129-07-92-11,MUDANGE,051-129-07-92
051-129-08-10-02,BUKASAKA,051-129-08-10
051-129-08-10-05,BUKISA,051-129-08-10
051-129-08-10-07,BUMUTALE,051-129-08-10
051-129-08-10-10,DUBIKI,051-129-08-10
051-129-08-10-12,MAKUDU,051-129-08-10
051-129-08-10-13,NAPEMBO,051-129-08-10
051-129-08-10-14,BUKALU,051-129-08-10
051-129-08-10-15,BUKIMBO,051-129-08-10
051-129-08-10-16,BUNANDEGE,051-129-08-10
051-129-08-10-17,LINDA,051-129-08-10
051-129-08-10-18,NABITABAGO,051-129-08-10
051-129-08-10-19,NAMAKAGO,051-129-08-10
051-129-08-10-20,NAMAKALE,051-129-08-10
051-129-08-10-21,NANZEYO,051-129-08-10
051-129-08-39-02,BUNABONYO,051-129-08-39
051-129-08-39-09,BUNABANDYA,051-129-08-39
051-129-08-39-11,MABALE,051-129-08-39
051-129-08-39-12,BUGASHALI B,051-129-08-39
051-129-08-39-14,LUKOKOLO,051-129-08-39
051-129-08-39-16,NABULALO,051-129-08-39
051-129-08-39-18,WADERO,051-129-08-39
051-129-08-41-03,BUKIDEZO A,051-129-08-41
051-129-08-41-09,BUNANDEDE A,051-129-08-41
051-129-08-41-12,KIBOWA,051-129-08-41
051-129-08-41-14,BUKIDEZO CENTRAL,051-129-08-41
051-129-08-41-15,BUNANDEDE B,051-129-08-41
051-129-08-41-16,BUWOGOBOLA,051-129-08-41
051-129-08-41-17,BUWANGOLOBE LOWER,051-129-08-41
051-129-08-46-04,BULUWALO,051-129-08-46
051-129-08-46-06,BUMUDULU,051-129-08-46
051-129-08-46-07,BUNAGAMI,051-129-08-46
051-129-08-46-08,BUNAKISIKI,051-129-08-46
051-129-08-46-10,BUWANGOLOBE UPPER,051-129-08-46
051-129-08-46-11,BUKAWANGA,051-129-08-46
051-129-08-46-12,BUKAWUMBA,051-129-08-46
051-129-08-46-13,GIBUGOMU,051-129-08-46
051-129-08-46-14,KILONGO,051-129-08-46
051-129-08-46-15,MABOLO,051-129-08-46
051-129-08-46-16,MALEMBA,051-129-08-46
051-129-09-03-01,LUGANGO,051-129-09-03
051-129-09-03-02,BUWOZOKI A,051-129-09-03
051-129-09-03-03,LYABIGA,051-129-09-03
051-129-09-03-04,BUWOZOKI B,051-129-09-03
051-129-09-03-05,LUWALI A,051-129-09-03
051-129-09-03-06,MAKONGE,051-129-09-03
051-129-09-03-07,LUWALI B,051-129-09-03
051-129-09-03-09,MABALE,051-129-09-03
051-129-09-03-10,MWIBUMBA,051-129-09-03
051-129-09-09-01,BUGAINZA,051-129-09-09
051-129-09-09-02,LYANJU,051-129-09-09
051-129-09-09-03,BUKITABO,051-129-09-09
051-129-09-09-04,NAMUTAKWA,051-129-09-09
051-129-09-09-05,NANGOLE,051-129-09-09
051-129-09-09-07,NAMABASA,051-129-09-09
051-129-09-09-08,NATTOLI A,051-129-09-09
051-129-09-09-09,NATTOLI B,051-129-09-09
051-129-09-13-01,BUKIRYA A,051-129-09-13
051-129-09-13-02,BUKIRYA B,051-129-09-13
051-129-09-13-03,BUKIRYA C,051-129-09-13
051-129-09-13-04,FODA,051-129-09-13
051-129-09-13-07,KOLOTOSI,051-129-09-13
051-129-09-13-16,LINDA,051-129-09-13
051-129-09-13-18,NAMAKAGO,051-129-09-13
051-129-09-13-19,NANGWE,051-129-09-13
051-129-09-23-01,LYAGAMERI,051-129-09-23
051-129-09-23-02,BUMONGOTI UPPER,051-129-09-23
051-129-09-23-03,BUMONGOTI LOWER,051-129-09-23
051-129-09-23-04,NAWULIRO,051-129-09-23
051-129-09-23-05,WAKIDONGOLE,051-129-09-23
051-129-09-23-06,WAKOLI,051-129-09-23
051-129-09-23-08,KONGE,051-129-09-23
051-129-09-28-01,BULILI,051-129-09-28
051-129-09-28-02,LUSALA,051-129-09-28
051-129-09-28-03,GENGO,051-129-09-28
051-129-09-28-05,BUWANYAMA,051-129-09-28
051-129-09-28-09,NAKADOTE,051-129-09-28
051-129-09-28-13,KIGUNGA,051-129-09-28
051-129-09-28-14,KIRONGO,051-129-09-28
051-129-09-28-17,NAKIKU,051-129-09-28
051-129-09-55-01,KIKAFU,051-129-09-55
051-129-09-55-02,MAGUMBA,051-129-09-55
051-129-09-55-04,BUWABUDEYA A,051-129-09-55
051-129-09-55-05,BUWABUDEYA B,051-129-09-55
051-129-09-55-06,KIDOWA,051-129-09-55
051-129-09-55-09,MADUWA,051-129-09-55
051-129-09-55-10,NAPEMBO,051-129-09-55
051-129-09-59-01,BUKIMIYA,051-129-09-59
051-129-09-59-02,DIDIYI,051-129-09-59
051-129-09-59-03,KIROMBI,051-129-09-59
051-129-09-59-04,KISANJA A,051-129-09-59
051-129-09-59-05,KISANJA B,051-129-09-59
051-129-09-59-10,KAFUBI,051-129-09-59
051-129-09-59-11,KANGIRE,051-129-09-59
051-129-09-59-12,KIDEREMA,051-129-09-59
051-129-09-59-15,KISANJA T.C,051-129-09-59
051-129-10-17-01,BUNDEGE,051-129-10-17
051-129-10-17-04,KISENYI,051-129-10-17
051-129-10-17-05,MUVULE,051-129-10-17
051-129-10-17-06,SHIBANGA,051-129-10-17
051-129-10-18-01,BUNYWAKA,051-129-10-18
051-129-10-18-02,BUMUTSOPA,051-129-10-18
051-129-10-18-03,NALUKAYA,051-129-10-18
051-129-10-18-04,MAFUDU,051-129-10-18
051-129-10-18-07,BUMAKIKA,051-129-10-18
051-129-10-18-08,BUWALUBITSA,051-129-10-18
051-129-10-18-09,MWIKYENGA,051-129-10-18
051-129-10-47-01,BUMAENA,051-129-10-47
051-129-10-47-03,BUNASHIMOLO,051-129-10-47
051-129-10-47-07,BUTSESOLI,051-129-10-47
051-129-10-47-08,BWIKHONGE,051-129-10-47
051-129-10-49-01,KHAKONGO,051-129-10-49
051-129-10-49-02,BUNGWANYI,051-129-10-49
051-129-10-49-03,NANGENDO,051-129-10-49
051-129-10-49-04,NAMILINGA,051-129-10-49
051-129-11-06-01,BUMANGANGA A,051-129-11-06
051-129-11-06-02,KISITU,051-129-11-06
051-129-11-06-03,LUNGWANGWA,051-129-11-06
051-129-11-06-04,LUSISI,051-129-11-06
051-129-11-06-07,BIROTE,051-129-11-06
051-129-11-06-08,BUMANGANGA B,051-129-11-06
051-129-11-34-01,KISIGU,051-129-11-34
051-129-11-34-02,LUTALE,051-129-11-34
051-129-11-34-03,MATANGI,051-129-11-34
051-129-11-34-04,WAKINE T/C,051-129-11-34
051-129-11-34-05,WAKINE 'A',051-129-11-34
051-129-11-34-10,KIRONGO,051-129-11-34
051-129-11-34-11,NAKIRAGALA,051-129-11-34
051-129-11-40-01,KIBIINA,051-129-11-40
051-129-11-40-02,NAMAGUDO,051-129-11-40
051-129-11-40-03,NAPAGI,051-129-11-40
051-129-11-40-06,LYAMBAGA,051-129-11-40
051-129-11-40-07,MAJEJEMU,051-129-11-40
051-129-11-40-08,MAYENZE,051-129-11-40
051-129-11-56-01,DESELU,051-129-11-56
051-129-11-56-03,KISUMU,051-129-11-56
051-129-11-56-04,KIYANJA,051-129-11-56
051-129-11-56-05,LENGENI,051-129-11-56
051-129-11-56-06,LUTALE,051-129-11-56
051-129-11-56-08,NAMEJI,051-129-11-56
051-129-11-56-10,NAPYO,051-129-11-56
051-129-11-60-01,JEWA,051-129-11-60
051-129-11-60-02,KIBEMBE,051-129-11-60
051-129-11-60-03,BIRAHA,051-129-11-60
051-129-11-60-04,BIYANZA,051-129-11-60
051-129-11-60-05,DODOSI,051-129-11-60
051-129-11-60-06,MALUKU,051-129-11-60
051-129-11-60-07,NABWANYA,051-129-11-60
051-129-11-60-08,NAKILIMBWA,051-129-11-60
051-129-11-60-09,NAMILI,051-129-11-60
051-129-11-60-10,MUNZOFU,051-129-11-60
051-129-11-61-01,BUKUMUSI A,051-129-11-61
051-129-11-61-02,BUKUMBALE T.C,051-129-11-61
051-129-11-61-03,BUMWAGALA,051-129-11-61
051-129-11-61-04,KONDOYI,051-129-11-61
051-129-11-61-05,KYALULE,051-129-11-61
051-129-11-61-06,BUKUMUSI B,051-129-11-61
051-129-11-62-01,KYUMIRA,051-129-11-62
051-129-11-62-02,KIBANDA T/C,051-129-11-62
051-129-11-62-03,MASOYO,051-129-11-62
051-129-11-62-04,MAKAKA,051-129-11-62
051-129-11-62-05,LUSEKE,051-129-11-62
051-129-11-62-06,MAKUYU,051-129-11-62
051-129-11-62-11,NASUSI,051-129-11-62
051-129-11-63-01,KIKAMERI,051-129-11-63
051-129-11-63-02,KIKUWA,051-129-11-63
051-129-11-63-03,NAMUKUYU,051-129-11-63
051-129-11-63-06,WAKINE 'B',051-129-11-63
051-129-11-63-09,KYINO,051-129-11-63
051-129-11-63-12,NAMWEGE,051-129-11-63
051-129-12-01-06,BUNYOLE A,051-129-12-01
051-129-12-01-09,BUNABUJJUKO A,051-129-12-01
051-129-12-01-10,BUNYOLE B,051-129-12-01
051-129-12-01-11,BUNABUJJUKO B,051-129-12-01
051-129-12-45-04,BUNABUKA A,051-129-12-45
051-129-12-45-05,BUNABUKA B,051-129-12-45
051-129-12-45-07,KIRAGO,051-129-12-45
051-129-12-45-08,NAKITUKU,051-129-12-45
051-129-12-64-01,BUGIMUGU,051-129-12-64
051-129-12-64-02,NABOGO,051-129-12-64
051-129-12-64-13,NALWIDOTE,051-129-12-64
051-129-12-64-14,NALWITALE,051-129-12-64
051-129-12-65-07,BUWAKOOLI LOWER,051-129-12-65
051-129-12-65-08,BUWAKOOLI UPPER,051-129-12-65
051-129-12-65-11,LUSISI,051-129-12-65
051-129-12-65-12,MASALILE,051-129-12-65
051-129-12-66-02,BUMUGEMBE A,051-129-12-66
051-129-12-66-03,BUMUGEMBE B,051-129-12-66
051-129-12-66-06,GWILIBA,051-129-12-66
051-129-12-66-09,NAMBULU,051-129-12-66
051-129-13-29-01,KIBUGU,051-129-13-29
051-129-13-29-02,BUNAMBOZO A,051-129-13-29
051-129-13-29-08,BUNAMBOZO B,051-129-13-29
051-129-13-29-09,LUSHA,051-129-13-29
051-129-13-29-10,KIRONGO,051-129-13-29
051-129-13-29-11,LUNABO,051-129-13-29
051-129-13-29-15,MALUNDU,051-129-13-29
051-129-13-38-03,KYAWABUNGO,051-129-13-38
051-129-13-38-04,MAYIYI A,051-129-13-38
051-129-13-38-05,IMASAKA,051-129-13-38
051-129-13-38-06,MAYIYI B,051-129-13-38
051-129-13-38-07,MUSUNGA,051-129-13-38
051-129-13-68-01,LUSALALA,051-129-13-68
051-129-13-68-02,MUDODO,051-129-13-68
051-129-13-68-03,BUNAZOMI A,051-129-13-68
051-129-13-68-04,NAMUNDYONDYO,051-129-13-68
051-129-13-68-09,BUNAZOMI B,051-129-13-68
051-129-13-68-10,BUNAZOMI C,051-129-13-68
051-129-13-70-02,BUWAMANIALA T/C,051-129-13-70
051-129-13-70-03,BUWAMANIALA CENTRAL,051-129-13-70
051-129-13-70-04,BUWAMANIALA UPPER,051-129-13-70
051-129-13-70-11,BUWAMANIALA LOWER,051-129-13-70
051-129-13-70-12,MADIILI,051-129-13-70
051-129-13-70-14,MALINGANGA,051-129-13-70
051-129-13-71-01,BUKIDIYA LOWER,051-129-13-71
051-129-13-71-02,BUKIDIYA UPPER,051-129-13-71
051-129-13-71-03,MATALE,051-129-13-71
051-129-13-71-04,LUGOKE,051-129-13-71
051-129-13-71-05,LUWONGO,051-129-13-71
051-129-13-71-06,NAMAHANGA,051-129-13-71
051-129-13-71-07,NAMBALE,051-129-13-71
051-129-14-02-01,NAKAYATU,051-129-14-02
051-129-14-02-03,BUNIGESA,051-129-14-02
051-129-14-02-04,NANGOMA,051-129-14-02
051-129-14-02-06,GEEWA,051-129-14-02
051-129-14-02-09,LULANGASA,051-129-14-02
051-129-14-26-04,NABUDISIRU A,051-129-14-26
051-129-14-26-05,NABUDISIRU B,051-129-14-26
051-129-14-26-09,KIRONGO,051-129-14-26
051-129-14-26-10,KIYANJA,051-129-14-26
051-129-14-26-11,LUBANGA,051-129-14-26
051-129-14-26-12,LUKUWA,051-129-14-26
051-129-14-27-01,BUWADADA A,051-129-14-27
051-129-14-27-02,BUWADADA B,051-129-14-27
051-129-14-27-03,KINYONYO,051-129-14-27
051-129-14-27-04,NAKAYATU,051-129-14-27
051-129-14-27-05,BUWADADA C,051-129-14-27
051-129-14-27-06,LYAMBEWO,051-129-14-27
051-129-14-27-07,LYAMAFUMO,051-129-14-27
051-129-14-27-08,SUMA,051-129-14-27
051-129-14-76-01,BUGWAGI A,051-129-14-76
051-129-14-76-05,BUGWAGI B,051-129-14-76
051-129-14-76-08,LUKAYI,051-129-14-76
051-129-14-76-09,NANDELA,051-129-14-76
051-129-14-76-11,LYASUKU,051-129-14-76
051-129-14-77-01,KYUMBUGU,051-129-14-77
051-129-14-77-02,BUMEJJI,051-129-14-77
051-129-14-77-03,NATUUJU,051-129-14-77
051-129-14-77-04,LUSISI,051-129-14-77
051-129-14-77-07,KIDUMI A,051-129-14-77
051-129-14-77-08,KIDUMI B,051-129-14-77
051-129-14-77-10,LYAMUSOLA,051-129-14-77
051-129-14-77-12,NAMUSUDU,051-129-14-77
051-129-14-78-01,KYAMUGAYI,051-129-14-78
051-129-14-78-02,NAMANYONGA,051-129-14-78
051-129-14-78-03,GODA,051-129-14-78
051-129-14-78-04,KATULU A,051-129-14-78
051-129-14-78-06,NABIWUKA,051-129-14-78
051-129-14-78-07,NAMASISA,051-129-14-78
051-129-14-78-09,KATULU B,051-129-14-78
051-129-14-79-01,BUMIRIYU A,051-129-14-79
051-129-14-79-02,BUMIRIYU B,051-129-14-79
051-129-14-79-03,BUMEJJI ZONE,051-129-14-79
051-129-14-79-04,MALUKU,051-129-14-79
051-129-14-79-13,LUSEKE,051-129-14-79
051-129-14-79-14,MASAGALA,051-129-14-79
051-129-14-79-15,MIRIYU,051-129-14-79
051-129-14-80-03,KADUWA A,051-129-14-80
051-129-14-80-06,KADUWA B,051-129-14-80
051-129-14-80-07,KIDEGA,051-129-14-80
051-129-14-80-08,KIROMBI,051-129-14-80
051-129-14-80-16,MULOBE,051-129-14-80
051-129-15-32-01,BUGAMBI,051-129-15-32
051-129-15-32-08,BUKANYAGA,051-129-15-32
051-129-15-32-10,MATOKO,051-129-15-32
051-129-15-32-13,NAMUDUMBURA,051-129-15-32
051-129-15-32-14,KONGE,051-129-15-32
051-129-15-87-02,KIDEGA,051-129-15-87
051-129-15-87-04,BUMALUNDA,051-129-15-87
051-129-15-87-05,BUMUNGASWE,051-129-15-87
051-129-15-87-07,KIBBO,051-129-15-87
051-129-15-87-11,MWIRI,051-129-15-87
051-129-15-87-15,MAJENGA,051-129-15-87
051-129-15-88-03,BULOME,051-129-15-88
051-129-15-88-06,BUSIRU,051-129-15-88
051-129-15-88-09,LUGUTE,051-129-15-88
051-129-15-88-12,NALUGOLI,051-129-15-88
051-129-15-88-16,SIGWALI,051-129-15-88
051-129-16-12-02,BUMANEKE,051-129-16-12
051-129-16-12-05,NAKUNGU,051-129-16-12
051-129-16-12-11,NAKYELO,051-129-16-12
051-129-16-12-12,NALOLI,051-129-16-12
051-129-16-31-03,BUNAKWASI,051-129-16-31
051-129-16-31-05,BUWODADA LOWER,051-129-16-31
051-129-16-31-07,BUWIRA,051-129-16-31
051-129-16-31-12,NAMONYE,051-129-16-31
051-129-16-93-01,BUGIZAZA,051-129-16-93
051-129-16-93-03,BUNAGUDI,051-129-16-93
051-129-16-93-09,KIRASINA,051-129-16-93
051-129-16-93-10,MATALE,051-129-16-93
051-129-16-94-04,BUWODADA UPPER,051-129-16-94
051-129-16-94-06,BIRINDA,051-129-16-94
051-129-16-94-08,DOGOMA,051-129-16-94
051-129-16-95-04,BUSAWA,051-129-16-95
051-129-16-95-06,BUWANGOLO,051-129-16-95
051-129-16-95-10,NAKIFUNGU,051-129-16-95
051-129-16-95-11,NAKWALE,051-129-16-95
051-129-16-96-01,BUGIBOOLE,051-129-16-96
051-129-16-96-02,BUNAKUSI,051-129-16-96
051-129-16-96-08,LUWOOBE,051-129-16-96
051-129-16-96-09,MAKUYU,051-129-16-96
051-129-17-100-02,BUBALINGANGA A,051-129-17-100
051-129-17-100-03,BUBALINGANGA B,051-129-17-100
051-129-17-100-04,BUNABIDOKO A,051-129-17-100
051-129-17-100-05,BUNABIDOKO B,051-129-17-100
051-129-17-100-11,BUKOBE,051-129-17-100
051-129-17-106-01,LUWELO,051-129-17-106
051-129-17-106-02,NAMANJI,051-129-17-106
051-129-17-106-06,BUKISIMAMU A,051-129-17-106
051-129-17-106-10,BUKISIMAMU B,051-129-17-106
051-129-17-15-01,NABIDOKO B,051-129-17-15
051-129-17-15-02,BUBULE A,051-129-17-15
051-129-17-15-07,NABIDOKO A,051-129-17-15
051-129-17-15-09,BUBUHULE,051-129-17-15
051-129-17-99-01,BUGAHEME,051-129-17-99
051-129-17-99-02,LUNGOGO,051-129-17-99
051-129-17-99-04,BUBBOLA B,051-129-17-99
051-129-17-99-05,BUBBOLA A,051-129-17-99
051-129-17-99-08,BUWANGOLO,051-129-17-99
051-129-17-99-12,KISAFE,051-129-17-99
051-129-17-99-13,MULEMBA,051-129-17-99
