parishCode,parishName,subCountyCode
006-028-01-01,Page,006-028-01
006-028-01-02,KIKEREGE,006-028-01
006-028-01-03,BUTEMA,006-028-01
006-028-01-04,KITOONYA,006-028-01
006-028-01-08,KITOROGYA,006-028-01
006-028-01-09,KYOHAIRWE,006-028-01
006-028-02-06,NYAKABINGO,006-028-02
006-028-02-07,TONYA,006-028-02
006-028-02-16,BUSERUKA,006-028-02
006-028-02-17,RWENTALE,006-028-02
006-028-02-02,Page,006-028-02
006-028-03-18,CENTRAL WARD,006-028-03
006-028-03-19,KAKINDO WARD,006-028-03
006-028-03-20,KIBAIRE WARD,006-028-03
006-028-07-23,BIRUNGU,006-028-07
006-028-07-03,Page,006-028-07
006-028-07-24,BULYANGO,006-028-07
006-028-07-25,KIBANJWA,006-028-07
006-028-07-26,KIRAGURA,006-028-07
006-028-07-04,Page,006-028-07
006-028-07-27,KIRYANGOBE,006-028-07
006-028-07-34,BUDAKA,006-028-07
006-028-08-30,KIBUGUBYA,006-028-08
006-028-08-05,Page,006-028-08
006-028-08-31,KISABAGWA,006-028-08
006-028-09-05,KABAALE,006-028-09
006-028-09-06,Page,006-028-09
006-028-09-13,NZOROBI,006-028-09
006-028-09-14,KIGAAGA,006-028-09
006-028-09-15,MBEGU,006-028-09
006-028-10-10,BUSANGA,006-028-10
006-028-10-11,KYABANATI,006-028-10
006-028-10-07,Page,006-028-10
006-028-10-12,BUYANJA,006-028-10
006-028-10-29,BURARU,006-028-10
006-028-10-08,Page,006-028-10
006-264-01-01,KYAMUKWENDA,006-264-01
006-264-01-02,KIBENGEYA,006-264-01
006-264-01-15,KAPAAPI,006-264-01
006-264-02-03,MARONGO,006-264-02
006-264-02-04,BUHIRIGI,006-264-02
006-264-02-09,Page,006-264-02
006-264-02-05,HANGA,006-264-02
006-264-02-06,KANYIIRA,006-264-02
006-264-02-14,BWIKYA,006-264-02
006-264-03-08,BUKONA,006-264-03
006-264-03-09,HAIBALE,006-264-03
006-264-03-10,KABATINDULE,006-264-03
006-264-03-11,NDARAGI,006-264-03
006-264-03-18,KISUKUMA,006-264-03
006-264-04-12,KIRYANDONGO,006-264-04
006-264-04-13,KYERAMYA,006-264-04
006-264-04-16,KIGANJA,006-264-04
006-264-04-32,KIBIRO,006-264-04
006-264-04-11,Page,006-264-04
006-264-05-24,HANGA,006-264-05
006-264-05-33,KYABISAGAZI,006-264-05
006-264-06-19,NORTH EAST WARD,006-264-06
006-264-06-20,NORTHERN WARD,006-264-06
006-264-06-21,SOUTH EAST WARD,006-264-06
006-264-06-22,SOUTH WEST WARD,006-264-06
006-264-07-07,KARUNGU,006-264-07
006-264-07-12,Page,006-264-07
006-264-07-17,KIJONGO,006-264-07
006-264-07-23,KIGOMBA,006-264-07
006-264-07-13,Page,006-264-07
113-082-01-01,KIMANYA,113-082-01
113-082-01-02,KYAMASEGA,113-082-01
113-082-01-03,NYABUTANZI,113-082-01
113-082-01-21,KIHUURA,113-082-01
113-082-01-15,Page,113-082-01
113-082-02-06,KENGA,113-082-02
113-082-02-08,KIHAYURA,113-082-02
113-082-02-43,BUSIRABO,113-082-02
113-082-02-16,Page,113-082-02
113-082-02-50,KANYANGOMA,113-082-02
113-082-03-13,KIRYANGA,113-082-03
113-082-03-52,KIKONDA,113-082-03
113-082-03-68,KIHIGANA,113-082-03
113-082-03-17,Page,113-082-03
113-082-03-69,KIDUUMA,113-082-03
113-082-03-70,NYAISAMBA,113-082-03
113-082-04-58,KYANAISOKE,113-082-04
113-082-04-65,NGARA,113-082-04
113-082-04-66,NAIGANA,113-082-04
113-082-04-18,Page,113-082-04
113-082-04-67,KACUNDWA,113-082-04
113-082-05-04,KAITEMBA,113-082-05
113-082-05-23,KITEMUZI,113-082-05
113-082-06-16,KAHUNDE,113-082-06
113-082-06-29,KIJONJOMI,113-082-06
113-082-06-19,Page,113-082-06
113-082-06-30,KICOPE,113-082-06
113-082-06-47,ISUNGA,113-082-06
113-082-07-17,KAMUROZA,113-082-07
113-082-07-31,KYARWAKYA,113-082-07
113-082-07-32,KYAKATABA,113-082-07
113-082-07-20,Page,113-082-07
113-082-07-33,KIKOMAGWA,113-082-07
113-082-08-09,KINYARUGONJO,113-082-08
113-082-08-10,MUTUNGURU,113-082-08
113-082-08-21,Page,113-082-08
113-082-08-34,MBURAMAIZI,113-082-08
113-082-09-05,KAGADI CENTRAL,113-082-09
113-082-09-07,KITEGWA WARD,113-082-09
113-082-09-39,KIBANGA WARD,113-082-09
113-082-09-22,Page,113-082-09
113-082-09-40,MAMBUGU WARD,113-082-09
113-082-09-41,KIRABA WARD,113-082-09
113-082-09-42,KYOMUKAMA WARD,113-082-09
113-082-10-12,KICUCURA,113-082-10
113-082-10-23,Page,113-082-10
113-082-10-35,KITEMBA,113-082-10
113-082-10-36,KYAMAJEGERE,113-082-10
113-082-10-37,KYABISULITA,113-082-10
113-082-10-38,BUGWARA,113-082-10
113-082-10-56,KITOORO,113-082-10
113-082-10-24,Page,113-082-10
113-082-11-11,KABAMBA,113-082-11
113-082-11-44,KINAGA,113-082-11
113-082-11-45,MBOGWA,113-082-11
113-082-11-48,RUZAIRE,113-082-11
113-082-11-54,KIRYANJAGI,113-082-11
113-082-11-61,NYAKASOZI,113-082-11
113-082-11-25,Page,113-082-11
113-082-11-64,RUSEKERE,113-082-11
113-082-13-18,KITEMA,113-082-13
113-082-13-19,MPAMBA,113-082-13
113-082-13-20,NYABUHIKE,113-082-13
113-082-13-26,Page,113-082-13
113-082-14-25,KASOKERO WARD,113-082-14
113-082-14-26,KIGOYE WARD,113-082-14
113-082-14-27,Page,113-082-14
113-082-14-28,KANYEGARAMIRE WARD,113-082-14
113-082-14-59,KYENZIGE WARD,113-082-14
113-082-15-14,KYAKABANDA,113-082-15
113-082-15-57,KYABASARA,113-082-15
113-082-16-51,GAYAZA WARD,113-082-16
113-082-16-53,KAHUNIRO WARD,113-082-16
113-082-16-55,KAMATA WARD,113-082-16
113-082-16-28,Page,113-082-16
113-082-16-60,NYAMIGISA WARD,113-082-16
113-082-16-62,PACHWA WARD,113-082-16
113-082-17-92,KARAIHYA WARD,113-082-17
113-082-17-93,KATONZI WARD,113-082-17
113-082-17-94,KYETERA WARD,113-082-17
113-082-17-29,Page,113-082-17
113-082-17-95,KYEYA WARD,113-082-17
113-082-17-96,MUKUMBWA WARD,113-082-17
113-082-17-97,NYAMYAKA WARD,113-082-17
113-082-17-30,Page,113-082-17
113-082-17-31,Page,113-082-17
113-220-01-01,KISUURA,113-220-01
113-220-01-04,NYAMASA,113-220-01
113-220-01-11,KAMUSEGU,113-220-01
113-220-01-32,Page,113-220-01
113-220-01-12,NGOMA,113-220-01
113-220-02-35,KYAKABADIIMA,113-220-02
113-220-02-67,HAMUGYI,113-220-02
113-220-02-68,KAMUYANGE,113-220-02
113-220-02-33,Page,113-220-02
113-220-03-05,BUTUMBA WARD,113-220-03
113-220-03-06,KISWEEKA WARD,113-220-03
113-220-03-07,KAPYEMI WARD,113-220-03
113-220-03-08,KARUSWIGA WARD,113-220-03
113-220-03-34,Page,113-220-03
113-220-03-32,NYAMITI WARD,113-220-03
113-220-03-33,NYANSEKE WARD,113-220-03
113-220-04-13,BUGARAMA,113-220-04
113-220-04-14,NYAKASOZI,113-220-04
113-220-04-35,Page,113-220-04
113-220-04-15,NYANKOMA,113-220-04
113-220-04-16,RUTOOMA,113-220-04
113-220-05-02,MAIRIRWE,113-220-05
113-220-05-36,Page,113-220-05
113-220-05-17,BATAHULIRA,113-220-05
113-220-05-18,KAYANJA,113-220-05
113-220-05-19,KYEMA,113-220-05
113-220-06-29,RWABARANGA,113-220-06
113-220-06-37,RUBIRIZI,113-220-06
113-220-07-20,KABUGA,113-220-07
113-220-07-21,KASOGA,113-220-07
113-220-07-38,Page,113-220-07
113-220-07-22,KYESAMIRE,113-220-07
113-220-07-31,NYAMACUMU,113-220-07
113-220-08-69,NDEEBA,113-220-08
113-220-08-73,IZAHUURA,113-220-08
113-220-08-74,KINAABA,113-220-08
113-220-08-39,Page,113-220-08
113-220-08-75,KIBAANDA,113-220-08
113-220-09-03,NYAKARONGO,113-220-09
113-220-09-23,KATALEMWA,113-220-09
113-220-09-39,KATIKENGEYO,113-220-09
113-220-09-40,KISUNGU,113-220-09
113-220-09-41,MABERENGA,113-220-09
113-220-10-34,BURORA,113-220-10
113-220-10-38,NYAMUKAIKURU,113-220-10
113-220-10-41,Page,113-220-10
113-220-10-51,KAYEMBE,113-220-10
113-220-10-57,RUTUUZA,113-220-10
113-220-10-58,RWENTALE,113-220-10
113-220-10-59,KAMAMBU,113-220-10
113-220-10-61,KIHUMURO,113-220-10
113-220-10-42,Page,113-220-10
113-220-10-63,NYAMIGISA,113-220-10
113-220-11-25,MUGYENZA WARD,113-220-11
113-220-11-27,NYAMUKARA WARD,113-220-11
113-220-11-43,KURUKURU WARD,113-220-11
113-220-11-46,BULIGIRA WARD,113-220-11
113-220-11-47,MPEEFU CENTRAL,113-220-11
113-220-12-44,Page,113-220-12
113-220-12-65,WANGEYO,113-220-12
113-220-13-24,KYATEREKERA EAST,113-220-13
113-220-13-28,NYANTONZI WARD,113-220-13
113-220-13-50,KYATEREKERA WEST,113-220-13
113-220-13-52,BUSWAKA WARD,113-220-13
113-220-13-45,Page,113-220-13
113-220-14-26,NDAIGA,113-220-14
113-220-14-48,KAMINA,113-220-14
113-220-14-55,KITEBERE,113-220-14
113-220-14-62,NYAMASOGA,113-220-14
113-220-15-42,KASHAGALI,113-220-15
113-220-15-49,KANYABEEBE CENTRAL,113-220-15
113-220-15-54,KANYABEBE,113-220-15
113-220-15-56,RUBAALE,113-220-15
113-220-15-46,Page,113-220-15
113-220-16-09,RUBONA,113-220-16
113-220-16-53,KINYARWANDA,113-220-16
113-220-16-60,NYAKASHEEMA,113-220-16
113-220-17-45,BWERANYANGE,113-220-17
113-220-17-64,BUKORA,113-220-17
113-220-17-47,Page,113-220-17
113-220-17-66,BUHUMULIRO,113-220-17
113-220-17-71,KASASA,113-220-17
113-220-17-72,NAMUGONGO,113-220-17
113-220-18-10,RUTEETE WARD,113-220-18
113-220-18-76,KAMAIRA WARD,113-220-18
113-220-18-48,Page,113-220-18
113-220-18-77,KASASA WARD,113-220-18
113-220-18-78,KENTOMI WARD,113-220-18
113-220-18-79,NYAKASHEMA WARD,113-220-18
113-220-19-70,YORUDAN WARD,113-220-19
113-220-19-80,KYABITUNDU WARD,113-220-19
113-220-19-81,NAMIREMBE WARD,113-220-19
113-220-19-49,Page,113-220-19
113-220-19-82,RUTOOMA WARD,113-220-19
113-220-19-83,RUGASHARI WARD,113-220-19
113-220-19-50,Page,113-220-19
114-081-02-08,KATATEMWA,114-081-02
114-081-02-29,KIHUUNA,114-081-02
114-081-02-34,KISAIGI,114-081-02
114-081-02-63,KASENYI,114-081-02
114-081-05-16,IRINDIMURA,114-081-05
114-081-05-52,Page,114-081-05
114-081-05-20,KIJWENGE,114-081-05
114-081-05-26,KAKISEKE,114-081-05
114-081-05-41,KARUUKO,114-081-05
114-081-08-18,KIRIISA,114-081-08
114-081-08-53,Page,114-081-08
114-081-08-24,KIJEGERE,114-081-08
114-081-08-27,KITAIHUKA,114-081-08
114-081-08-35,KINUNDA,114-081-08
114-081-08-40,KASOZI,114-081-08
114-081-09-09,KIKWAYA,114-081-09
114-081-09-54,Page,114-081-09
114-081-09-28,KAMULI,114-081-09
114-081-09-36,KYAKABANGALI,114-081-09
114-081-09-37,KYAKAJUMBI,114-081-09
114-081-10-25,RWEMBUBA,114-081-10
114-081-10-32,KIJANGI,114-081-10
114-081-10-55,Page,114-081-10
114-081-10-38,KIGANDO,114-081-10
114-081-10-39,NYAKATETE,114-081-10
114-081-13-10,RUKUNYU WARD,114-081-13
114-081-13-56,Page,114-081-13
114-081-13-57,KISAIGI WARD,114-081-13
114-081-13-58,MAJERU WARD,114-081-13
114-081-13-59,NKWAKI WARD,114-081-13
114-081-14-30,KIKOORA,114-081-14
114-081-14-60,KIGOMA,114-081-14
114-081-14-61,NYAKATOOKE,114-081-14
114-081-14-57,Page,114-081-14
114-081-14-62,NYAMALIGITA,114-081-14
114-081-15-19,KYABEYA WARD,114-081-15
114-081-15-64,NYARWEYO WARD,114-081-15
114-081-15-65,BURUUKO WARD,114-081-15
114-081-15-66,MASAKA WARD,114-081-15
114-081-15-58,Page,114-081-15
114-081-15-59,Page,114-081-15
114-219-01-02,KIRYANDONGO,114-219-01
114-219-01-03,KITABOONA,114-219-01
114-219-01-04,KYANGOTA,114-219-01
114-219-01-27,KATIKARA,114-219-01
114-219-02-05,BWIKARAGYE WARD,114-219-02
114-219-02-60,Page,114-219-02
114-219-02-06,KYABALIITWA WARD,114-219-02
114-219-02-07,NYABIRUNGI WARD,114-219-02
114-219-02-17,KISIITA CENTRAL WARD,114-219-02
114-219-03-08,ISUNGA,114-219-03
114-219-03-61,Page,114-219-03
114-219-03-09,KARANGALA,114-219-03
114-219-03-10,MUZIRANDURU,114-219-03
114-219-03-11,SAZIKE,114-219-03
114-219-03-21,KIBIJJO,114-219-03
114-219-03-23,KITUTUMA,114-219-03
114-219-03-62,Page,114-219-03
114-219-04-16,BUHONDA,114-219-04
114-219-04-25,KYAKAPERE,114-219-04
114-219-04-30,KYAKIJUUTO,114-219-04
114-219-04-31,KYOBU,114-219-04
114-219-04-33,NYAMIRAMA,114-219-04
114-219-04-63,Page,114-219-04
114-219-05-01,KYAKUTEREKERA,114-219-05
114-219-05-18,IJUMANGABO,114-219-05
114-219-05-19,KYABUSINGE,114-219-05
114-219-05-20,RWAMADONGO,114-219-05
114-219-05-64,Page,114-219-05
114-219-05-26,MWITANZIGE,114-219-05
114-219-06-13,NSAANA,114-219-06
114-219-06-14,RUTOOMA,114-219-06
114-219-06-65,Page,114-219-06
114-219-06-22,KITEGURA,114-219-06
114-219-06-32,LUBUMBO,114-219-06
114-219-07-15,KAMUSENENE WARD,114-219-07
114-219-07-35,GAMUGOLE WARD,114-219-07
114-219-07-36,NKOOKO WARD,114-219-07
114-219-07-37,KYABAKAMBA WARD,114-219-07
114-219-07-66,Page,114-219-07
114-219-08-28,BINIKIRA,114-219-08
114-219-08-29,BUJAAJA,114-219-08
114-219-08-34,RWAMATA,114-219-08
114-219-09-38,CENTRAL WARD,114-219-09
114-219-09-39,KIJUUNGU WARD,114-219-09
114-219-09-40,MPONGO WARD,114-219-09
114-219-09-67,Page,114-219-09
114-219-09-41,RWAMATA WARD,114-219-09
114-219-09-68,Page,114-219-09
114-307-01-03,KIHUMURO,114-307-01
114-307-01-04,KIHURUMBA,114-307-01
114-307-01-06,NKONDO,114-307-01
114-307-01-49,BUKUUMI,114-307-01
114-307-01-69,Page,114-307-01
114-307-03-11,KAKAYO,114-307-03
114-307-03-12,KIKAADA,114-307-03
114-307-03-15,MITEMBO,114-307-03
114-307-03-45,KIHAMBA,114-307-03
114-307-03-70,Page,114-307-03
114-307-03-46,KIRYANGOBE,114-307-03
114-307-03-47,KIWEEZA,114-307-03
114-307-03-48,SEMUTO,114-307-03
114-307-04-02,CENTRAL WARD,114-307-04
114-307-04-17,KABWORO WARD,114-307-04
114-307-04-21,KANYAWAWA WARD,114-307-04
114-307-04-71,Page,114-307-04
114-307-04-22,MASONDE WARD,114-307-04
114-307-04-23,SEMWEMA WARD,114-307-04
114-307-06-52,BURAMAGI WARD,114-307-06
114-307-06-53,IGAYAZA WARD,114-307-06
114-307-06-72,Page,114-307-06
114-307-06-54,RUBAZI WARD,114-307-06
114-307-06-55,KABOIJANA WARD,114-307-06
114-307-07-07,IGAYAZA,114-307-07
114-307-07-13,KYAKARONGO,114-307-07
114-307-07-31,KISIIJA,114-307-07
114-307-07-73,Page,114-307-07
114-307-07-33,NYANSIMBI,114-307-07
114-307-11-14,KYEBANDO,114-307-11
114-307-11-42,KAHUNGERA,114-307-11
114-307-11-43,KYEMENGO,114-307-11
114-307-11-44,KYAMAGWARA,114-307-11
114-307-11-74,Page,114-307-11
114-307-12-01,GAYAZA,114-307-12
114-307-12-05,LUBAYA,114-307-12
114-307-12-50,KYANDARA,114-307-12
114-307-12-51,MPAANGA,114-307-12
114-307-12-75,Page,114-307-12
114-307-12-76,Page,114-307-12
126-029-03-09,BUBOGO,126-029-03
126-029-03-10,IGWANJURA,126-029-03
126-029-03-78,Page,126-029-03
126-029-03-11,KASEETA,126-029-03
126-029-03-19,NKONDO,126-029-03
126-029-03-21,KIMBUGU,126-029-03
126-029-03-79,Page,126-029-03
126-029-04-12,BULIMYA,126-029-04
126-029-04-13,KIDOMA,126-029-04
126-029-04-14,MUNTEME,126-029-04
126-029-04-80,Page,126-029-04
126-029-05-15,BUHUKA,126-029-05
126-029-05-16,KASONGA,126-029-05
126-029-05-81,Page,126-029-05
126-029-05-17,KYANGWALI,126-029-05
126-029-05-82,Page,126-029-05
126-029-05-20,BUTOOLE,126-029-05
126-029-05-83,Page,126-029-05
126-029-07-26,BULIMYA WARD,126-029-07
126-029-07-84,Page,126-029-07
126-029-07-27,KAMUSUNSI WARD,126-029-07
126-029-07-28,KIGORRA WARD,126-029-07
126-029-07-29,KISAMBO WARD,126-029-07
126-029-07-85,Page,126-029-07
126-344-01-01,BUGAMBE,126-344-01
126-344-01-02,KATANGA,126-344-01
126-344-01-86,Page,126-344-01
126-344-01-03,NYARUGABU,126-344-01
126-344-01-04,RUGUSE,126-344-01
126-344-01-87,Page,126-344-01
126-344-02-05,KINOGOZI,126-344-02
126-344-02-06,KYABATALYA,126-344-02
126-344-02-07,MUSAIJAMUKURU WEST,126-344-02
126-344-02-88,Page,126-344-02
126-344-02-08,RUHUNGA,126-344-02
126-344-02-18,MUSAIJAMUKURU EAST,126-344-02
126-344-06-22,BUHIMBA EAST WARD,126-344-06
126-344-06-89,Page,126-344-06
126-344-06-23,BUHIMBA WEST WARD,126-344-06
126-344-06-24,KIGAAYA EAST WARD,126-344-06
126-344-06-25,KIGAAYA WEST WARD,126-344-06
126-344-06-90,Page,126-344-06
145-227-01-01,KYENTALE WARD,145-227-01
145-227-01-03,SOUTHERN WARD,145-227-01
145-227-01-11,CENTRAL WARD,145-227-01
145-227-01-92,Page,145-227-01
145-227-01-12,NORTHERN WARD,145-227-01
145-227-01-14,BWIKYA WARD,145-227-01
145-227-01-15,KICWAMBA WARD,145-227-01
145-227-01-93,Page,145-227-01
145-227-01-16,NYAKAMBUGU WARD,145-227-01
145-227-01-94,Page,145-227-01
145-350-01-02,KIDUUMA WARD,145-350-01
145-350-01-04,KIHOMBOZA WARD,145-350-01
145-350-01-05,KYESIIGA WARD,145-350-01
145-350-01-95,Page,145-350-01
145-350-01-06,KARONGO WARD,145-350-01
145-350-01-07,BUJUURA WARD,145-350-01
145-350-01-08,KASINGO WARD,145-350-01
145-350-01-96,Page,145-350-01
145-350-01-09,KIBINGO WARD,145-350-01
145-350-01-10,KIHUKYA WARD,145-350-01
145-350-01-13,WESTERN WARD,145-350-01
145-350-01-97,Page,145-350-01
016-083-01-03,KIBAALI,016-083-01
016-083-01-04,KIBINGO,016-083-01
016-083-01-24,KIRIBANGA,016-083-01
016-083-01-32,KAHYORO,016-083-01
016-083-01-33,KIKAADA,016-083-01
016-083-01-99,Page,016-083-01
016-083-02-07,KABALEGA WARD,016-083-02
016-083-02-20,MAASAZA WARD,016-083-02
016-083-02-21,RUGUUZA WARD,016-083-02
016-083-02-30,KAMURASI WARD,016-083-02
016-083-05-14,KEZIMBIRA,016-083-05
016-083-05-16,KITUUMA,016-083-05
016-083-05-26,IMARA,016-083-05
016-083-05-100,Page,016-083-05
016-083-05-29,MUGARAMA,016-083-05
016-083-06-01,BUBANGO,016-083-06
016-083-06-05,RWEGA,016-083-06
016-083-06-101,Page,016-083-06
016-083-06-53,KIGUJJU,016-083-06
016-083-08-15,KIBOGO,016-083-08
016-083-08-17,NYAMARUNDA,016-083-08
016-083-08-27,BUJOGORO,016-083-08
016-083-08-28,KYANYI,016-083-08
016-083-08-102,Page,016-083-08
016-083-09-02,BUKONDA,016-083-09
016-083-09-31,KABASEKENDE,016-083-09
016-083-09-34,NYAMUGURA,016-083-09
016-083-09-35,RWAMAGANDO,016-083-09
016-083-09-103,Page,016-083-09
016-083-13-18,RWAMAGANDO,016-083-13
016-083-13-50,KACU,016-083-13
016-083-13-51,KYAKAZIHIRE,016-083-13
016-083-13-52,MAISUKA,016-083-13
016-083-14-54,KATEETE WARD,016-083-14
016-083-14-104,Page,016-083-14
016-083-14-55,KIBEEDI WARD,016-083-14
016-083-14-56,KITONEZI WARD,016-083-14
016-083-14-57,NYAMARUNDA WARD,016-083-14
016-083-14-105,Page,016-083-14
016-308-03-39,KIRASA,016-308-03
016-308-03-40,KIYANJA,016-308-03
016-308-03-42,MUTAGATA,016-308-03
016-308-03-48,KISALIZI,016-308-03
016-308-03-49,RUSENKE,016-308-03
016-308-03-106,Page,016-308-03
016-308-04-11,KARANGARA,016-308-04
016-308-04-12,KITABA,016-308-04
016-308-04-23,KAISEKENKERE,016-308-04
016-308-04-43,KITENGETO,016-308-04
016-308-07-10,KAMONDO,016-308-07
016-308-07-107,Page,016-308-07
016-308-07-19,NYAMARWA,016-308-07
016-308-07-22,IGOZA,016-308-07
016-308-07-25,KYAKATWANGA,016-308-07
016-308-10-08,KICUNDA,016-308-10
016-308-10-108,Page,016-308-10
016-308-10-36,KASOZI,016-308-10
016-308-10-38,KIHEBEBA,016-308-10
016-308-10-41,MANYINYA,016-308-10
016-308-11-06,BUCUHYA,016-308-11
016-308-11-13,NKENDA,016-308-11
016-308-11-109,Page,016-308-11
016-308-11-44,KISINDIZI,016-308-11
016-308-11-45,KITUTU,016-308-11
016-308-12-09,KISOJO,016-308-12
016-308-12-37,KAYANJA,016-308-12
016-308-12-46,KASENYI,016-308-12
016-308-12-110,Page,016-308-12
016-308-12-47,WANTEMA,016-308-12
016-308-12-111,Page,016-308-12
025-122-01-01,BWINAMIRA,025-122-01
025-122-01-03,KASONGOIRE,025-122-01
025-122-01-05,NYABYEYA,025-122-01
025-122-01-22,KARONGO,025-122-01
025-122-01-113,Page,025-122-01
025-122-02-08,KAHEMBE,025-122-02
025-122-02-09,KITAMBA,025-122-02
025-122-02-10,NTOMA,025-122-02
025-122-02-114,Page,025-122-02
025-122-03-04,KINYARA SUGAR L.T.D.,025-122-03
025-122-03-12,KABANGO WARD,025-122-03
025-122-03-13,KAPEEKA WARD,025-122-03
025-122-03-115,Page,025-122-03
025-122-04-14,KAHEMBE WARD,025-122-04
025-122-04-15,KISALIZI WARD,025-122-04
025-122-04-16,MARONGO WARD,025-122-04
025-122-05-07,BIKONZI,025-122-05
025-122-05-116,Page,025-122-05
025-122-05-11,RUKONDWA,025-122-05
025-122-05-17,KITONOZI,025-122-05
025-122-05-18,KIKUBE,025-122-05
025-122-05-117,Page,025-122-05
025-122-06-02,KASENENE,025-122-06
025-122-06-06,NYANTONZI,025-122-06
025-122-06-19,KIMANYA,025-122-06
025-122-06-20,RWEMPISI,025-122-06
025-122-06-118,Page,025-122-06
025-122-06-21,KAJURA,025-122-06
025-122-06-119,Page,025-122-06
025-124-01-05,KYATIRI WEST WARD,025-124-01
025-124-01-08,KYATIRI EAST WARD,025-124-01
025-124-02-07,KIMENGO,025-124-02
025-124-02-10,KIBANGYA,025-124-02
025-124-03-13,LABONGO,025-124-03
025-124-03-120,Page,025-124-03
025-124-03-17,KIHAGUZI,025-124-03
025-124-03-21,KASENYI,025-124-03
025-124-03-22,KIHONDA,025-124-03
025-124-03-121,Page,025-124-03
025-124-04-01,BIGANDO,025-124-04
025-124-04-03,ISIMBA,025-124-04
025-124-04-04,KIGUULYA,025-124-04
025-124-05-16,KIRULI,025-124-05
025-124-05-122,Page,025-124-05
025-124-05-19,KATUUGO,025-124-05
025-124-05-20,KIBIBIRA,025-124-05
025-124-05-123,Page,025-124-05
025-124-06-11,KYAKAMESE WEST,025-124-06
025-124-06-23,KYAKAMESE CENTRAL,025-124-06
025-124-06-24,KYANGAMYOYO,025-124-06
025-124-06-124,Page,025-124-06
025-124-06-25,KYAKAMESE EAST,025-124-06
025-124-07-02,MIDUMA,025-124-07
025-124-07-06,KIJUNJUBWA,025-124-07
025-124-07-09,KYARUTANGA,025-124-07
025-124-08-14,BUKOOBA WARD,025-124-08
025-124-08-15,KIJUNJUBWA WARD,025-124-08
025-124-08-125,Page,025-124-08
025-124-08-18,NYAMUKONGO WARD,025-124-08
025-124-08-126,Page,025-124-08
025-230-01-05,KIHUUBA WARD,025-230-01
025-230-01-09,KISIITA WARD,025-230-01
025-230-01-18,KIBWONA WARD,025-230-01
025-230-02-08,KIRYANGA WARD,025-230-02
025-230-02-127,Page,025-230-02
025-230-02-10,KIKWANANA WARD,025-230-02
025-230-03-02,CIVIC CENTRE WARD,025-230-03
025-230-03-128,Page,025-230-03
025-230-03-14,SOUTHERN WARD,025-230-03
025-230-03-15,WESTERN WARD,025-230-03
025-230-04-01,BIGANDO WARD,025-230-04
025-230-04-03,KIGULYA WARD,025-230-04
025-230-04-129,Page,025-230-04
025-230-04-04,ISIMBA WARD,025-230-04
025-230-04-130,Page,025-230-04
073-123-01-01,BIISO,073-123-01
073-123-01-02,BUBWE,073-123-01
073-123-01-04,NYAMASOGA,073-123-01
073-123-01-15,BUSINGIRO,073-123-01
073-123-02-05,KIGOYA,073-123-02
073-123-02-13,BUGANA,073-123-02
073-123-02-18,KAKOORA,073-123-02
073-123-02-132,Page,073-123-02
073-123-02-25,NYAMITETE,073-123-02
073-123-03-07,CENTRAL WARD,073-123-03
073-123-03-08,EASTERN WARD,073-123-03
073-123-03-09,NORTHERN WARD,073-123-03
073-123-03-10,WESTERN WARD,073-123-03
073-123-04-14,BUGOIGO,073-123-04
073-123-04-29,WALUKUBA,073-123-04
073-123-04-133,Page,073-123-04
073-123-05-03,KIGWERA,073-123-05
073-123-05-19,KIRAMA,073-123-05
073-123-05-20,KISANYA,073-123-05
073-123-06-16,GARASOYA,073-123-06
073-123-06-17,KAGERA,073-123-06
073-123-06-26,NYERAMYA,073-123-06
073-123-06-28,WAAKI,073-123-06
073-123-06-134,Page,073-123-06
073-123-07-06,NGWEDO,073-123-07
073-123-07-11,AVOGERA,073-123-07
073-123-07-21,MUBAKO,073-123-07
073-123-07-22,MUVULE,073-123-07
073-123-07-24,NILE,073-123-07
073-123-08-31,KAHEMURA WARD,073-123-08
073-123-08-135,Page,073-123-08
073-123-08-32,KAMPALA WARD,073-123-08
073-123-08-33,KIGUNGU WARD,073-123-08
073-123-08-34,KIHUHA WARD,073-123-08
073-123-08-37,BIISO WARD,073-123-08
073-123-09-12,NORTH WARD,073-123-09
073-123-09-27,EASTERN WARD,073-123-09
073-123-09-35,SOUTHERN WARD,073-123-09
073-123-09-36,WESTERN WARD,073-123-09
073-123-10-23,NDANDAMIRE WARD,073-123-10
073-123-10-136,Page,073-123-10
073-123-10-30,WANSEKO WARD,073-123-10
073-123-10-38,KICHOKE WARD,073-123-10
073-123-10-39,MASAKA WARD,073-123-10
073-123-10-137,Page,073-123-10
092-125-01-01,KIGUMBA,092-125-01
092-125-01-02,KIIGYA,092-125-01
092-125-01-139,Page,092-125-01
092-125-01-07,BUHOOMOZI,092-125-01
092-125-01-10,MPUMWE,092-125-01
092-125-02-03,MBOIRA,092-125-02
092-125-02-140,Page,092-125-02
092-125-02-04,KIFURUTA,092-125-02
092-125-02-05,NYAKABALE,092-125-02
092-125-02-06,APODORWA,092-125-02
092-125-02-141,Page,092-125-02
092-125-03-08,KADUKU,092-125-03
092-125-03-09,WAIBANGO,092-125-03
092-125-03-11,KITUKUZA,092-125-03
092-125-03-12,WAKISANYI,092-125-03
092-125-03-142,Page,092-125-03
092-125-05-13,WARD A,092-125-05
092-125-05-14,WARD B,092-125-05
