parishCode,parishName,subCountyCode
085-092-10-45,ATIBA WARD,085-092-10
085-092-10-46,OCULA WARD,085-092-10
085-092-10-47,OGWECH WARD,085-092-10
085-092-11-36,KULUYEE WARD,085-092-11
085-092-11-48,ATWOL WARD,085-092-11
085-092-11-49,GANGDYANG WARD,085-092-11
085-092-11-50,KAMAMA WARD,085-092-11
085-092-11-51,MURA WARD,085-092-11
085-092-12-03,POTIKA,085-092-12
085-092-12-04,PAWACH,085-092-12
085-092-12-53,AJUKUKU,085-092-12
085-092-12-54,ARINGA,085-092-12
085-092-15-20,ABAKADYAK,085-092-15
085-092-15-24,YWAYA,085-092-15
085-092-15-62,LAPYEM,085-092-15
085-092-15-63,LOKILI,085-092-15
085-092-16-21,KATUM,085-092-16
085-092-16-67,AGULUGWETTE,085-092-16
085-092-16-68,LALAK,085-092-16
085-092-17-07,DIBOLYEC,085-092-17
085-092-17-11,PARAPONO,085-092-17
085-092-17-33,LELA PWOT,085-092-17
085-092-17-58,GOTKWAR,085-092-17
085-092-17-59,LALAK,085-092-17
085-092-17-60,LIMUR,085-092-17
085-092-18-81,KAL WARD,085-092-18
085-092-18-82,LOKER WARD,085-092-18
085-092-18-83,POBANG WARD,085-092-18
085-312-05-25,GEM,085-312-05
085-312-05-26,PATANGA,085-312-05
085-312-05-38,ANAKA,085-312-05
085-312-05-40,MOROTO,085-312-05
085-312-05-69,LAGURA,085-312-05
085-312-05-70,PATANGA EAST,085-312-05
085-312-06-27,KAL,085-312-06
085-312-06-28,LABIGIRYANG,085-312-06
085-312-06-29,LAMWO,085-312-06
085-312-06-41,AYUU ALALI,085-312-06
085-312-09-30,LUGWAR,085-312-09
085-312-09-42,APYETA,085-312-09
085-312-09-73,AKWORO,085-312-09
085-312-09-74,OGILI,085-312-09
085-312-13-39,CUBU,085-312-13
085-312-13-71,ABERA,085-312-13
085-312-13-72,PAWENA,085-312-13
085-312-14-31,PARACELLE,085-312-14
085-312-14-43,PADWAT,085-312-14
085-312-14-75,AYWEE,085-312-14
085-312-14-76,BURPONG,085-312-14
085-312-14-77,KADOMERA,085-312-14
085-312-14-78,WARIGO,085-312-14
085-312-14-79,PECE,085-312-14
085-312-19-84,BWOMONO WARD,085-312-19
085-312-19-85,KAL WARD,085-312-19
085-312-19-86,LABIGIRYANG WARD,085-312-19
085-312-19-87,LANYWANG WARD,085-312-19
085-312-19-88,PAUMA WARD,085-312-19
086-104-01-02,OKEE,086-104-01
086-104-01-03,OLAROKWON,086-104-01
086-104-01-27,OKERE,086-104-01
086-104-01-31,ADYERAKONYA,086-104-01
086-104-02-06,ARWOTNGO,086-104-02
086-104-02-07,OLWORNGU,086-104-02
086-104-02-08,OPEJAL,086-104-02
086-104-02-43,ABONGOWER,086-104-02
086-104-07-04,OMITO WARD,086-104-07
086-104-07-37,AKWERA WARD,086-104-07
086-104-07-40,ALIWANG WARD,086-104-07
086-104-07-41,OTAL WARD,086-104-07
086-104-09-05,AMOYAI,086-104-09
086-104-09-19,BAROCOK,086-104-09
086-104-09-39,BARJOBI,086-104-09
086-104-09-42,OGORO,086-104-09
086-104-10-01,ALANGO,086-104-10
086-104-10-26,AGWENG,086-104-10
086-104-10-30,AMINTENYO,086-104-10
086-104-10-38,AWEAYELA,086-104-10
086-104-11-44,BARJOBI WEST WARD,086-104-11
086-104-11-45,OTONGERE WARD,086-104-11
086-104-12-47,ABWOROYERE WARD,086-104-12
086-104-12-48,ACOKE WARD,086-104-12
086-104-12-49,OKWONGO WARD,086-104-12
086-104-12-50,OWANGOKADO WARD,086-104-12
086-104-14-09,OKWII WARD,086-104-14
086-104-14-46,YABWANGI WARD,086-104-14
086-323-03-10,ANEPKIDE,086-323-03
086-323-03-11,ANGETTA,086-323-03
086-323-03-21,GOTOJWANG,086-323-03
086-323-03-32,ALULA,086-323-03
086-323-04-14,ALANGI,086-323-04
086-323-04-15,ANEPMOROTO,086-323-04
086-323-04-17,ATING,086-323-04
086-323-04-22,ABONGORWOT,086-323-04
086-323-05-16,ATANGWATA,086-323-05
086-323-05-18,OLURO,086-323-05
086-323-05-20,ANYALIMA,086-323-05
086-323-05-25,OMWONYLEE,086-323-05
086-323-06-23,ALAI WARD,086-323-06
086-323-06-24,BARODUGU WARD,086-323-06
086-323-06-28,OGET WARD,086-323-06
086-323-06-29,OLEC WARD,086-323-06
086-323-08-09,AMUNGA,086-323-08
086-323-08-12,ATIRA,086-323-08
086-323-08-13,OGWETE,086-323-08
086-323-08-34,ACAN PII,086-323-08
086-323-08-35,AJUR,086-323-08
086-323-08-36,ALIR,086-323-08
086-323-13-51,APALAMIO WARD,086-323-13
086-323-13-52,AWEE WARD,086-323-13
086-323-13-53,OLILIM WARD,086-323-13
086-323-13-54,OWINYO WARD,086-323-13
088-103-01-19,OBIM,088-103-01
088-103-01-20,ABITING,088-103-01
088-103-01-22,OKWANGOLE,088-103-01
088-103-01-42,AMONOMITO,088-103-01
088-103-01-43,OLAOILONGO,088-103-01
088-103-02-01,ALYEC WARD,088-103-02
088-103-02-02,APADO WARD,088-103-02
088-103-02-03,NAKABELA WARD,088-103-02
088-103-03-09,ALEBTONG,088-103-03
088-103-03-10,AKWANGKEL,088-103-03
088-103-03-11,ANARA,088-103-03
088-103-03-34,AMURIA,088-103-03
088-103-04-15,ABONGODYANG WARD,088-103-04
088-103-04-16,APANYAPANY WARD,088-103-04
088-103-04-17,BEDIWORO WARD,088-103-04
088-103-04-24,CENTRAL WARD,088-103-04
088-103-04-25,CUNGACIKI WARD,088-103-04
088-103-04-26,ELUPE WARD,088-103-04
088-103-04-27,ABONGO AWOBE WARD,088-103-04
088-103-06-18,ABIA,088-103-06
088-103-06-21,ATINKOK,088-103-06
088-103-06-23,OTENO,088-103-06
088-103-06-32,ABANGOIMANY,088-103-06
088-103-06-33,ABERIDWOGO,088-103-06
088-103-06-41,TEKULU,088-103-06
088-103-07-07,AKURA,088-103-07
088-103-07-12,ANYANGA,088-103-07
088-103-07-13,OTWEOTOKE,088-103-07
088-103-07-36,ANYANGA B,088-103-07
088-103-07-39,BARDAGO,088-103-07
088-103-07-40,KAI,088-103-07
088-103-08-04,ANINO WARD,088-103-08
088-103-08-05,IMAKIOBORO WARD,088-103-08
088-103-08-06,OKOTO WARD,088-103-08
088-103-08-08,ALAL WARD,088-103-08
088-103-08-14,TE-ICONGA WARD,088-103-08
088-103-08-30,AWIEPEK WARD,088-103-08
088-216-01-07,ACEK WARD,088-216-01
088-216-01-08,OKUM WARD,088-216-01
088-216-01-09,OPAYENG WARD,088-216-01
088-216-01-16,AJONYI WARD,088-216-01
088-216-02-14,ABONGOATIN,088-216-02
088-216-02-15,ABUNGA,088-216-02
088-216-02-17,OMEE,088-216-02
088-216-03-10,ADWIR,088-216-03
088-216-03-11,OKOMO,088-216-03
088-216-03-12,OLWERO,088-216-03
088-216-03-25,ALOLOLOLO,088-216-03
088-216-03-27,OCOKOBER,088-216-03
088-216-04-02,ALANYI,088-216-04
088-216-04-03,AMONONENO,088-216-04
088-216-04-04,AWAPINY,088-216-04
088-216-04-35,ANGOLTOK,088-216-04
088-216-04-37,ANYITI,088-216-04
088-216-04-38,AWORI,088-216-04
088-216-05-13,BAROPIRO,088-216-05
088-216-05-18,BAYA,088-216-05
088-216-05-24,ABUKAMOLA,088-216-05
088-216-05-28,OMARARI,088-216-05
088-216-05-31,OCULOKORI,088-216-05
088-216-06-19,ATELELO,088-216-06
088-216-06-20,AWEINGO,088-216-06
088-216-06-21,OBUO,088-216-06
088-216-06-22,OKURANGO,088-216-06
088-216-06-26,ANGETTA,088-216-06
088-216-08-01,ACEDE,088-216-08
088-216-08-05,OJUL,088-216-08
088-216-08-06,OWALO,088-216-08
088-216-08-29,OLYET,088-216-08
004-018-01-01,BUMBAIRE,004-018-01
004-018-01-03,KIBAARE,004-018-01
004-018-01-04,KIYAGA,004-018-01
004-018-01-05,NUMBA,004-018-01
004-018-02-10,BIJENGYE,004-018-02
004-018-02-12,KAJUNJU,004-018-02
004-018-02-26,KYEIGOMBE,004-018-02
004-018-03-17,BUYANJA,004-018-03
004-018-03-18,BWERA,004-018-03
004-018-03-19,KARARO,004-018-03
004-018-03-20,KITAGATA,004-018-03
004-018-03-22,NYAMIYAGA,004-018-03
004-018-04-13,KATIKAMWE WARD,004-018-04
004-018-04-31,KITWE WARD,004-018-04
004-018-05-02,KAINAMO,004-018-05
004-018-05-07,RYEISHE,004-018-05
004-018-05-30,IBAARE,004-018-05
004-018-05-32,KYAMUGABO,004-018-05
004-018-06-11,BUGAARA,004-018-06
004-018-06-14,NYEIBINGO,004-018-06
004-018-06-15,RUHUMURO,004-018-06
004-018-06-28,BURUNGIRA,004-018-06
004-018-07-34,KITWE WARD,004-018-07
004-018-07-35,RUTOOMA WARD,004-018-07
004-018-07-36,RWENTUHA WARD,004-018-07
004-019-01-05,BUTARE WARD,004-019-01
004-019-01-13,MASHONGA WARD,004-019-01
004-019-01-19,KYAMUHUNGA WARD,004-019-01
004-019-02-01,KABARE,004-019-02
004-019-02-02,KAKANJU,004-019-02
004-019-02-03,KATUNGA,004-019-02
004-019-02-04,KITOJO,004-019-02
004-019-02-21,RUSHINYA,004-019-02
004-019-03-07,KABINGO,004-019-03
004-019-03-08,KYAMUHUNGA,004-019-03
004-019-03-09,MASHONGA,004-019-03
004-019-03-10,NSHUMI,004-019-03
004-019-03-22,SWAZI,004-019-03
004-019-03-25,KAKONI,004-019-03
004-019-03-27,KIBAZI,004-019-03
004-019-04-12,KAHUNGYE,004-019-04
004-019-04-17,NYABUBARE,004-019-04
004-019-04-18,NYARUGOTE,004-019-04
004-019-05-06,BITOOMA WARD,004-019-05
004-019-05-11,NYANGA,004-019-05
004-019-05-24,KAKIRA,004-019-05
004-019-05-26,KASHAMBYA,004-019-05
004-019-05-28,KIMURI,004-019-05
004-019-05-29,NGORORA WARD,004-019-05
004-019-06-14,KIGOMA WARD,004-019-06
004-019-06-15,KIZINDA WARD,004-019-06
004-019-06-23,NYABUBARE WARD,004-019-06
004-019-07-16,BIRIMBI,004-019-07
004-019-07-30,KANYEGYERO,004-019-07
004-019-07-31,NYAMIREMBE,004-019-07
004-019-07-32,KABANDE,004-019-07
004-225-01-01,RYAMABENGWA WARD,004-225-01
004-225-01-06,RUHARO WARD,004-225-01
004-225-01-09,WARD II,004-225-01
004-225-01-24,KYEITEMBE WARD,004-225-01
004-225-01-27,BUNYARIGI WARD,004-225-01
004-225-01-29,CENTRAL WARD,004-225-01
004-225-02-13,KASHENYI WARD,004-225-02
004-225-02-19,WARD III,004-225-02
004-225-02-20,WARD IV,004-225-02
004-225-02-23,BURAMBA WARD,004-225-02
004-225-02-30,TOWN WARD,004-225-02
004-225-03-02,KIBAARE WARD,004-225-03
004-225-03-05,MAZINGA WARD,004-225-03
004-225-03-08,WARD I,004-225-03
004-225-03-16,RWENJERU WARD,004-225-03
004-225-03-33,NTUNGAMO WARD,004-225-03
009-045-01-01,BUHARA,009-045-01
009-045-01-02,KARWERU (KAFUNJO),009-045-01
009-045-01-03,KITANGA,009-045-01
009-045-01-04,MUYEBE,009-045-01
009-045-01-05,NTARABANA,009-045-01
009-045-01-06,RWENE,009-045-01
009-045-01-26,BUGARAMA,009-045-01
009-045-02-07,BUGARAMA,009-045-02
009-045-02-08,BURAMBIRA,009-045-02
009-045-02-09,KAHARO,009-045-02
009-045-02-10,KATENGA,009-045-02
009-045-02-11,KITOHWA,009-045-02
009-045-02-12,NYAKASHARARA,009-045-02
009-045-03-13,KANJOBE,009-045-03
009-045-03-14,KATOKYE,009-045-03
009-045-03-15,KIGATA,009-045-03
009-045-03-16,KYANAMIRA,009-045-03
009-045-03-17,MUYUMBU,009-045-03
009-045-03-18,NYABUSHABI,009-045-03
009-045-03-19,NYAKAGYERA,009-045-03
009-045-04-20,BIRAMBO,009-045-04
009-045-04-21,KAHONDO,009-045-04
009-045-04-22,KARWERU,009-045-04
009-045-04-23,KAVU,009-045-04
009-045-04-24,NYANJA,009-045-04
009-045-04-25,RUGARAMA,009-045-04
009-046-01-01,BURANGA,009-046-01
009-046-01-02,KASHEREGYENYI,009-046-01
009-046-01-03,KATENGA,009-046-01
009-046-01-04,KICUMBI,009-046-01
009-046-01-05,KISAASA,009-046-01
009-046-01-06,KYASANO,009-046-01
009-046-01-07,MAYENGO,009-046-01
009-046-02-08,BUKORA,009-046-02
009-046-02-09,BUSHURO,009-046-02
009-046-02-10,BWAMA ISLAND,009-046-02
009-046-02-11,KITUMBA,009-046-02
009-046-02-12,MWENDO,009-046-02
009-046-03-18,KITOOMA,009-046-03
009-046-03-20,RWANYENA,009-046-03
009-046-03-32,BUTENGA,009-046-03
009-046-03-33,MUSAMBA,009-046-03
009-046-04-13,BIGAAGA,009-046-04
009-046-04-21,BUTANDA,009-046-04
009-046-04-22,NYAMIRYANGO,009-046-04
009-046-04-38,KIFURUGUTU,009-046-04
009-046-04-39,KINYAMARI,009-046-04
009-046-04-40,MURAMBO,009-046-04
009-046-04-41,KABERE,009-046-04
009-046-05-23,KACERERE WARD,009-046-05
009-046-05-24,KINIOGO WARD,009-046-05
009-046-05-25,KYONYO WARD,009-046-05
009-046-05-26,MUKARANGYE WARD,009-046-05
009-046-05-27,NYINAMURONZI WARD,009-046-05
009-046-06-19,KACERERE WARD,009-046-06
009-046-06-28,AHAMUHAMBO WARD,009-046-06
009-046-06-29,RUKORE WARD,009-046-06
009-046-07-16,KARUJANGA,009-046-07
009-046-07-17,KIBUGA,009-046-07
009-046-07-30,KISIBO,009-046-07
009-046-07-31,RUTARE,009-046-07
009-046-08-14,BURAMBA,009-046-08
009-046-08-15,KAHUNGYE,009-046-08
009-046-08-34,HABUHURIRO,009-046-08
009-046-08-36,NYOMBE,009-046-08
009-046-08-37,RWEMIHANGA,009-046-08
009-046-08-42,RUBUMBA,009-046-08
009-050-01-01,BUTOBERE,009-050-01
009-050-01-02,CENTRAL,009-050-01
009-050-01-03,KIGONGI WARD,009-050-01
009-050-01-04,NYABIKONI,009-050-01
009-050-02-05,KIJUGUTA,009-050-02
009-050-02-06,LOWER BUGONGI,009-050-02
009-050-02-07,RUTOOMA,009-050-02
009-050-02-08,UPPER BUGONGI,009-050-02
009-050-03-09,KARUBANDA,009-050-03
009-050-03-10,KIRIGIME,009-050-03
009-050-03-11,MWANJARI,009-050-03
009-050-03-12,RUSHAKI,009-050-03
101-021-02-10,KATOOMA,101-021-02
101-021-02-11,KIGARAMA,101-021-02
101-021-02-15,BWAYEGAMBA,101-021-02
101-021-02-24,RUNYINYA,101-021-02
101-021-02-28,KYENGANDO,101-021-02
101-021-03-03,KAGONGI,101-021-03
101-021-03-04,KASHANJURE,101-021-03
101-021-03-18,MASYORO,101-021-03
101-021-03-19,MUZIRA,101-021-03
101-021-05-08,KATOJO,101-021-05
101-021-05-09,NYABWINA,101-021-05
101-021-05-12,KYABUHARAMBO,101-021-05
101-021-05-16,RUGAZI,101-021-05
101-021-07-05,KABUTSYE WARD,101-021-07
101-021-07-06,KANYEGANYEGYE,101-021-07
101-021-07-07,NYAKAMBU WARD,101-021-07
101-021-07-13,MABAARE WARD,101-021-07
101-021-07-26,BURINGO WARD,101-021-07
101-021-08-01,KYANGYENYI WARD,101-021-08
101-021-08-02,RYENJOKI WARD,101-021-08
101-021-08-17,KYANGUNDU WARD,101-021-08
101-021-08-25,RWEIBARE WARD,101-021-08
101-022-02-03,KASHEKURO,101-022-02
101-022-02-05,KYEIBANGA EAST,101-022-02
101-022-02-19,KYEIBANGA WEST,101-022-02
101-022-03-08,RYAKASINGA WARD,101-022-03
101-022-03-09,KISHABYA WARD,101-022-03
101-022-03-10,KYEMPITSI EAST WARD,101-022-03
101-022-03-28,KYEMPITSI WEST WARD,101-022-03
101-022-03-29,RWABUZA WARD,101-022-03
101-022-04-02,KASAANA WEST,101-022-04
101-022-04-07,RUKONDO,101-022-04
101-022-04-16,KASAANA EAST,101-022-04
101-022-04-17,KARUGORORA,101-022-04
101-022-04-18,KASAANA CENTRAL,101-022-04
101-022-04-20,KYEIHARA,101-022-04
101-022-04-26,KASAANA NORTH,101-022-04
101-022-05-12,ISINGIRO WARD,101-022-05
101-022-05-13,KYAMURARI NORTH,101-022-05
101-022-05-22,KYAMURARI SOUTH,101-022-05
101-022-05-23,KYARIKUNDA WARD,101-022-05
101-022-06-11,NYAKARAMA NORTH,101-022-06
101-022-06-15,RUGARAMA,101-022-06
101-022-06-24,NYAKASHOGA,101-022-06
101-022-06-27,NYAKARAMA SOUTH,101-022-06
101-022-07-01,BURARO WARD,101-022-07
101-022-07-04,KYARUSHAKARA WARD,101-022-07
101-022-07-06,MUHITO NORTH WARD,101-022-07
101-022-07-14,MAREMBO WARD,101-022-07
101-022-07-21,MUHITO SOUTH WARD,101-022-07
101-022-07-25,RUTOOMA WARD,101-022-07
101-294-01-05,KYAGAJU WARD,101-294-01
101-294-01-10,KABWOHE WARD,101-294-01
101-294-01-20,RUSHOZI WARD,101-294-01
101-294-01-23,NYANGA WARD,101-294-01
101-294-01-27,KAKUNYU WARD,101-294-01
101-294-01-30,RUTOOMA WARD,101-294-01
101-294-02-01,ITENDERO WARD,101-294-02
101-294-02-02,KIHUNDA WARD,101-294-02
101-294-02-03,KIZIBA WARD,101-294-02
101-294-02-06,MIGINA WARD,101-294-02
101-294-02-22,KANYINASHEEMA WARD,101-294-02
101-294-02-29,NDEEBO WARD,101-294-02
101-294-02-31,RWENSHAMA WARD,101-294-02
101-294-03-11,KASHOZI EAST WARD,101-294-03
101-294-03-14,KARERA NORTH WARD,101-294-03
101-294-03-21,KARERA SOUTH WARD,101-294-03
101-294-03-25,KASHOZI CENTRAL,101-294-03
101-294-03-26,KASHOZI WEST WARD,101-294-03
101-294-04-04,KYABANDARA WARD,101-294-04
101-294-04-07,NYAKASHAMBYA WARD,101-294-04
101-294-04-08,NYARWESHAMA WARD,101-294-04
101-294-04-09,RWAMUJOJO WARD,101-294-04
101-294-04-16,KITOJO WARD,101-294-04
106-020-04-15,BUKARI,106-020-04
106-020-04-16,BUKUBA,106-020-04
106-020-04-17,KIRERA,106-020-04
106-020-04-18,KYANZAIRE,106-020-04
106-020-04-34,NYAKATOOMA,106-020-04
106-020-06-24,IJUMO,106-020-06
106-020-06-26,MUSHUNGA,106-020-06
106-020-06-27,NYAKISHOJWA,106-020-06
106-020-06-47,KATUNDA,106-020-06
106-020-06-51,NKINGA,106-020-06
106-020-08-23,BITOOMA,106-020-08
106-020-08-25,KIREMBE,106-020-08
106-020-08-28,RUKARARWE,106-020-08
106-020-08-39,IGAMBIRO,106-020-08
106-020-11-43,KASHENSHERO WARD I,106-020-11
106-020-11-44,KASHENSHERO WARD,106-020-11
106-020-11-45,KASHENSHERO,106-020-11
106-020-11-53,NYARUBIRA-BURERA,106-020-11
106-020-12-29,WARD I,106-020-12
106-020-12-59,WARD II,106-020-12
106-020-12-60,WARD III,106-020-12
106-020-12-62,WARD IV,106-020-12
106-277-01-01,BUSHEREGYENYI,106-277-01
106-277-01-03,KARIMBIRO,106-277-01
106-277-01-04,KIGARAMA,106-277-01
106-277-01-36,BUGONGO,106-277-01
106-277-01-41,KARANGARA,106-277-01
106-277-02-07,RWOBURUNGA,106-277-02
106-277-02-09,KEIRABWA,106-277-02
106-277-02-10,NDURUMO,106-277-02
106-277-02-40,KAGATI,106-277-02
106-277-03-14,RWAMUNIORI,106-277-03
106-277-03-15,RWENKURIJU,106-277-03
106-277-03-21,KATI,106-277-03
106-277-03-22,RUCENCE,106-277-03
106-277-03-37,BWERA,106-277-03
106-277-04-06,CENTRAL WARD,106-277-04
106-277-04-08,SANGA WARD,106-277-04
106-277-04-48,KIBARE WARD,106-277-04
106-277-04-61,NYAKATSIRO WARD,106-277-04
106-277-05-02,KIYANGA,106-277-05
106-277-05-05,IRARAMIRA,106-277-05
106-277-05-16,KABURARA,106-277-05
106-277-05-17,BUKIRIRO,106-277-05
106-277-05-42,KASHASHA,106-277-05
106-277-06-11,RUGARAMA,106-277-06
106-277-06-12,KIBUNGO,106-277-06
106-277-06-13,KANYABWANGA,106-277-06
106-277-06-20,KASHONGORERO,106-277-06
106-335-01-03,MURAMBI,106-335-01
106-335-01-04,KIKANI,106-335-01
106-335-01-32,NYAKIZINGA,106-335-01
106-335-01-50,MUTI,106-335-01
106-335-01-54,RUBIRIZI,106-335-01
106-335-02-08,BUHARAMBO,106-335-02
106-335-02-10,NYABUBARE,106-335-02
106-335-02-11,NYAKATEETE,106-335-02
106-335-02-12,RUREHE NORTH,106-335-02
106-335-03-05,KARANGARA WARD,106-335-03
106-335-03-06,NYABUBARE WARD,106-335-03
106-335-03-07,NYAKAGONGO WARD,106-335-03
106-335-03-15,OMUKACENCE WARD,106-335-03
106-335-07-01,ENSHAKA,106-335-07
106-335-07-02,KATAHO,106-335-07
106-335-07-33,RYAKITANGA,106-335-07
106-335-07-49,MAHWIZI,106-335-07
106-335-07-52,NYAKIHITA,106-335-07
106-335-08-30,BUKONGORO WARD,106-335-08
106-335-08-31,KYEIBARE WARD,106-335-08
106-335-08-35,BIKUNGU WARD,106-335-08
106-335-08-38,FURUMA WARD,106-335-08
106-335-09-09,MAYANGA,106-335-09
106-335-09-13,RWANJA EAST,106-335-09
106-335-09-46,KATAGATA,106-335-09
106-335-09-56,RWAMUJURA,106-335-09
106-335-10-14,RYENGYERERO,106-335-10
106-335-10-55,RUREHE SOUTH,106-335-10
106-335-10-57,RWANJA WEST,106-335-10
106-335-10-58,RUTOOMA,106-335-10
109-016-03-10,KASHARARA,109-016-03
109-016-03-11,KATARA,109-016-03
109-016-03-14,RUGONGO,109-016-03
109-016-03-26,KARUNGU,109-016-03
109-016-03-65,BUTUURO,109-016-03
109-016-03-66,RWANKONDO,109-016-03
109-016-03-67,IBOGORA,109-016-03
109-016-03-68,KAMUKAKI,109-016-03
109-016-04-17,KYEYARE,109-016-04
109-016-04-20,BWOGA,109-016-04
109-016-04-31,NYAKISHOJWA,109-016-04
109-016-04-47,KANIGA,109-016-04
109-016-04-48,KYANKANDA,109-016-04
109-016-05-09,BITSYA,109-016-05
109-016-05-12,KITEGA,109-016-05
109-016-05-55,MUZEIGURU,109-016-05
109-016-05-56,KYANYABITA,109-016-05
109-016-08-18,RUGABA WARD,109-016-08
109-016-08-32,KICUZI WARD,109-016-08
109-016-08-36,KYAJURA WARD,109-016-08
109-016-08-37,NSIIKA WARD,109-016-08
109-016-09-15,KASHENYI WARD,109-016-09
109-016-09-16,KIBIMBA WARD,109-016-09
109-016-09-38,BUTARE WARD,109-016-09
109-016-09-39,NTUNGAMO WARD,109-016-09
109-016-13-13,MUSHASHA,109-016-13
109-016-13-35,KANKARA,109-016-13
109-016-13-57,BUHUNGA,109-016-13
109-016-13-58,KYENJOGYERA,109-016-13
109-304-01-03,NYAKAZIBA,109-304-01
109-304-01-04,RUKIRI,109-304-01
109-304-01-21,KAREMBE,109-304-01
109-304-01-44,NYAKISHENYI,109-304-01
109-304-01-45,RUNENGO,109-304-01
109-304-01-46,NYAKITARAKA,109-304-01
109-304-02-07,RWAJERE,109-304-02
109-304-02-34,RUSHAMBYA,109-304-02
109-304-06-01,KAJUMBURA,109-304-06
109-304-06-02,KATONGO,109-304-06
109-304-06-24,ENGAAJU,109-304-06
109-304-06-49,KYAMAHUNGU,109-304-06
109-304-06-50,KYOOMA,109-304-06
109-304-07-05,KIRAMIRA,109-304-07
109-304-07-08,RWANYAMABARE,109-304-07
109-304-07-19,KATINDA,109-304-07
109-304-07-23,RUSHAYO,109-304-07
109-304-07-25,KABEGARAMIRE,109-304-07
109-304-07-33,RUKONDO,109-304-07
109-304-07-59,NYARUJOJE,109-304-07
109-304-07-60,KAMUHIGA,109-304-07
109-304-07-61,KYAMATO,109-304-07
109-304-07-62,MUTONGO,109-304-07
109-304-07-63,MABANGA,109-304-07
109-304-07-64,MURAARO,109-304-07
109-304-10-40,KANGARAMA WARD,109-304-10
109-304-10-41,KITOOKYE WARD,109-304-10
109-304-10-42,NYAKAZIBA WARD,109-304-10
109-304-11-06,NYAKITOKO WARD,109-304-11
109-304-11-30,NYAKASHAKA WARD,109-304-11
109-304-11-43,RWEMOMA WARD,109-304-11
109-304-12-27,KIYANJA,109-304-12
109-304-12-28,KYAHENDA,109-304-12
109-304-12-51,KEMIKYERA,109-304-12
109-304-12-52,NYAMIHIRA,109-304-12
109-304-14-22,RUBENGYE,109-304-14
109-304-14-29,NYAKAHITA,109-304-14
109-304-14-53,KAYONZA,109-304-14
109-304-14-54,KITOJO,109-304-14
112-017-01-01,KABETE WARD,112-017-01
112-017-01-02,KASARARA WARD,112-017-01
112-017-01-03,NDEKYE WARD,112-017-01
112-017-01-04,NYAKASHARU WARD,112-017-01
112-017-02-06,KASHAKA,112-017-02
112-017-02-07,KATUNGURU,112-017-02
112-017-02-08,KAZINGA,112-017-02
112-017-02-09,KISHENYI,112-017-02
112-017-03-10,KICHWAMBA,112-017-03
112-017-03-12,RUMURI,112-017-03
112-017-03-28,KATAARA,112-017-03
112-017-03-29,KYAMBURA,112-017-03
112-017-03-37,NYAKASOZI,112-017-03
112-017-04-13,BUZENGA,112-017-04
112-017-04-16,MUSHUMBA,112-017-04
112-017-04-18,NDEKYE,112-017-04
112-017-04-20,NYAKIYANJA,112-017-04
112-017-04-32,MUBANDA,112-017-04
112-017-04-33,MUGOGO,112-017-04
112-017-04-34,NDANGARA,112-017-04
112-017-05-14,BUTOHA,112-017-05
112-017-05-15,MAGAMBO,112-017-05
112-017-05-21,RUGAZI,112-017-05
112-017-05-22,BUGAYA,112-017-05
112-017-05-41,RUBIRIZI,112-017-05
112-017-08-17,NDANGARO,112-017-08
112-017-08-19,NYABUBARE,112-017-08
112-017-08-26,BURURUMA,112-017-08
112-017-08-27,KASHENYI,112-017-08
112-017-08-43,RWEMITAGU,112-017-08
112-222-01-02,KATERERA,112-222-01
112-222-01-05,MWONGYERA,112-222-01
112-222-01-38,NYAMABARE,112-222-01
112-222-01-39,NYAMIRIMA,112-222-01
112-222-06-04,MUGYERA,112-222-06
112-222-06-23,KATANDA,112-222-06
112-222-06-24,MUNYONYI,112-222-06
112-222-06-30,KYANKARANGA,112-222-06
112-222-06-40,NYANDONGO,112-222-06
112-222-06-44,RYAMATUMBA,112-222-06
112-222-07-01,KAKAARI,112-222-07
112-222-07-03,KYABAKARA,112-222-07
112-222-07-35,NGORO,112-222-07
112-222-07-36,NYABUBARE,112-222-07
112-222-07-42,RUGARAMA,112-222-07
112-222-09-45,KACU WARD,112-222-09
112-222-09-46,MUYENGA WARD,112-222-09
112-222-09-47,NYAKAGYEZI WARD,112-222-09
112-222-09-48,KATERERA WARD,112-222-09
112-222-10-11,KIRUGU,112-222-10
112-222-10-25,KIKUMBO,112-222-10
112-222-10-31,KYENZAZA,112-222-10
112-222-10-49,MIRARIKYE,112-222-10
116-047-01-02,IHANGA,116-047-01
116-047-01-05,KASHENYI,116-047-01
116-047-01-23,KIBUZIGYE,116-047-01
116-047-02-10,IGOMANDA,116-047-02
116-047-02-11,KAKORE,116-047-02
116-047-02-12,MPUNGU,116-047-02
116-047-02-13,RUHONWA,116-047-02
116-047-02-14,SHEBEYA,116-047-02
116-047-03-09,HAMURWA WARD,116-047-03
116-047-03-15,KANYABITARA WARD,116-047-03
116-047-03-16,KARUKARA WARD,116-047-03
116-047-03-17,NANGARO WARD,116-047-03
116-047-04-03,KACEENAGA,116-047-04
116-047-04-07,NANGARA,116-047-04
116-047-04-18,BIGUNGIRO,116-047-04
116-047-04-20,BWAYU,116-047-04
116-047-04-21,NYAMWERU,116-047-04
116-047-04-25,KYOKYEZO,116-047-04
116-047-05-01,BUBARE,116-047-05
116-047-05-06,MUYANJE,116-047-05
